User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Dominant_Emotion (Numerical)
912,26,Non-binary,Facebook,95,3,30,14,18,Sadness,5
913,34,Male,LinkedIn,65,1,14,6,15,Boredom,2
914,22,Female,Instagram,180,8,100,38,45,Happiness,0
915,28,Male,Twitter,100,6,50,30,29,Anger,4
916,21,Non-binary,Facebook,40,1,10,4,12,Neutral,1
917,35,Female,Instagram,125,5,65,22,28,Anxiety,3
918,27,Male,Twitter,90,3,40,16,24,Sadness,5
919,23,Non-binary,LinkedIn,50,1,12,6,12,Neutral,1
920,32,Female,Instagram,140,6,75,28,30,Happiness,0
921,26,Male,Facebook,75,2,30,14,20,Anxiety,3
922,24,Female,Twitter,105,4,35,20,23,Anger,4
923,29,Male,LinkedIn,60,2,17,8,15,Boredom,2
924,33,Non-binary,Instagram,190,8,105,36,50,Happiness,0
925,22,Female,Twitter,70,3,25,16,15,Sadness,5
926,31,Male,Facebook,80,2,20,10,20,Neutral,1
927,27,Non-binary,LinkedIn,55,1,12,5,11,Anxiety,3
928,25,Female,Instagram,160,6,85,26,30,Happiness,0
929,30,Male,Twitter,90,4,43,19,24,Anger,4
930,26,Non-binary,Facebook,45,1,8,4,12,Sadness,5
931,34,Female,LinkedIn,65,2,17,5,14,Boredom,2
932,28,Male,Instagram,145,7,80,30,35,Happiness,0
933,23,Non-binary,Twitter,70,3,30,14,18,Neutral,1
934,21,Female,Instagram,130,6,95,22,28,Sadness,5
935,29,Male,Facebook,65,2,27,11,22,Anxiety,3
936,24,Non-binary,LinkedIn,55,1,11,6,11,Boredom,2
937,33,Female,Instagram,170,7,95,30,38,Happiness,0
938,27,Male,Twitter,85,4,45,18,24,Anger,4
939,22,Female,Instagram,115,3,60,17,30,Neutral,1
940,28,Non-binary,Facebook,100,2,22,12,25,Anxiety,3
941,31,Male,LinkedIn,45,1,9,4,10,Sadness,5
942,25,Female,Instagram,150,6,90,26,30,Happiness,0
943,29,Male,Twitter,95,4,50,22,22,Anger,4
944,23,Non-binary,Facebook,105,2,25,12,18,Neutral,1
945,35,Female,LinkedIn,60,1,15,7,14,Boredom,2
946,30,Male,Instagram,175,7,100,33,38,Happiness,0
947,21,Female,Twitter,90,3,37,14,20,Sadness,5
948,26,Non-binary,Facebook,75,2,30,12,18,Anxiety,3
949,32,Male,Instagram,130,5,80,28,31,Neutral,1
950,28,Female,LinkedIn,55,1,12,6,10,Boredom,2
951,27,Male,Instagram,165,6,85,30,28,Happiness,0
952,24,Female,Twitter,75,3,33,18,19,Anger,4
953,29,Non-binary,Facebook,85,2,27,9,20,Neutral,1
954,33,Female,Instagram,145,4,65,23,35,Sadness,5
955,31,Male,LinkedIn,60,1,15,7,17,Anxiety,3
956,22,Female,Whatsapp,70,2,42,10,21,Anxiety,3
957,25,Male,Telegram,90,3,22,11,22,Boredom,2
958,29,Non-binary,Snapchat,50,2,18,7,18,Sadness,5
959,28,Female,Twitter,95,4,48,22,25,Happiness,0
960,27,Male,Facebook,60,1,12,5,15,Boredom,2
961,30,Female,Instagram,175,6,72,30,33,Happiness,0
962,23,Male,Whatsapp,70,3,22,10,18,Anger,4
963,34,Non-binary,Telegram,80,2,21,8,20,Neutral,1
964,26,Female,Snapchat,120,4,55,18,30,Anxiety,3
965,25,Male,Twitter,90,6,42,14,26,Sadness,5
966,29,Non-binary,Facebook,60,1,12,4,12,Boredom,2
967,28,Male,Instagram,165,5,78,23,35,Happiness,0
968,31,Female,Whatsapp,65,2,27,10,20,Neutral,1
969,27,Male,Telegram,105,3,48,20,28,Anxiety,3
970,22,Non-binary,Snapchat,75,2,21,8,20,Sadness,5
971,24,Female,Instagram,140,4,65,22,30,Happiness,0
972,35,Male,Twitter,70,1,13,8,10,Boredom,2
973,21,Non-binary,Facebook,55,3,17,7,12,Neutral,1
974,29,Female,Whatsapp,90,2,24,12,22,Anger,4
975,25,Male,Telegram,80,4,30,13,25,Neutral,1
976,28,Non-binary,Snapchat,115,3,38,18,27,Anxiety,3
977,32,Female,Instagram,155,6,75,25,38,Happiness,0
978,26,Male,Twitter,75,2,23,12,18,Sadness,5
979,33,Non-binary,Facebook,65,1,13,7,14,Anxiety,3
980,27,Female,Whatsapp,90,4,37,18,20,Neutral,1
981,31,Male,Telegram,50,2,20,10,12,Sadness,5
982,24,Non-binary,Snapchat,85,3,33,20,18,Happiness,0
983,34,Female,Instagram,120,5,60,25,25,Anger,4
984,22,Male,Twitter,70,1,22,7,22,Neutral,1
985,29,Non-binary,Facebook,75,2,20,8,20,Boredom,2
986,28,Female,Whatsapp,100,4,37,14,26,Anxiety,3
987,31,Male,Telegram,85,3,45,20,28,Sadness,5
988,21,Non-binary,Snapchat,60,1,18,7,12,Neutral,1
989,25,Female,Instagram,170,6,83,30,33,Happiness,0
990,30,Male,Twitter,70,2,30,12,20,Anxiety,3
991,27,Non-binary,Facebook,50,1,10,4,10,Boredom,2
992,32,Female,Whatsapp,105,4,55,25,25,Anger,4
993,24,Male,Telegram,75,3,37,16,22,Neutral,1
994,29,Female,Snapchat,95,2,23,10,28,Sadness,5
995,26,Male,Instagram,150,5,70,25,30,Anxiety,3
996,33,Non-binary,Twitter,85,4,35,18,18,Boredom,2
997,22,Female,Facebook,70,1,14,6,10,Neutral,1
998,35,Male,Whatsapp,110,3,50,25,25,Happiness,0
999,28,Non-binary,Telegram,60,2,18,8,18,Anger,4
1000,27,Female,Snapchat,120,4,40,18,22,Neutral,1
